Gene_Pair_id	Gene1_id	Gene1_name	Gene1_chromosome	Gene1_strand	Gene1_chr_start	Gene1_chr_end	Gene2_id	Gene2_name	Gene2_chromosome	Gene2_strand	Gene2_chr_start	Gene2_chr_end
3290	GOODH_10X0176	EFNB1	chrX	+	67965556	67978727	GOODM_10X0234	Efnb1	chrX	+	96331469	96344330
3291	GOODH_1110520	PTS	chr11	+	111602298	111609905	GOODM_0090204	Pts	chr9	-	50329722	50336746
3292	GOODH_1040003	PIGG	chr4	+	483010	523312	GOODM_1050289	Pigg	chr5	+	108741944	108777798
3293	GOODH_0090308	C9orf114	chr9	-	130624167	130631906	GOODM_0020116	D2Wsu81e	chr2	-	30028993	30033975
3294	GOODH_0040295	TMEM154	chr4	-	153766721	153820641	GOODM_1030128	Tmem154	chr3	+	84470114	84508497
3295	GOODH_0010795	TMEM81	chr1	-	203318881	203320211	GOODM_1010313	Tmem81	chr1	+	134402807	134405216
3296	GOODH_0180047	C18orf34	chr18	-	28771364	29274683	GOODM_0180034	4921528I01Rik	chr18	-	21969398	22329897
3297	GOODH_0220061	CRYBB1	chr22	-	25325362	25343991	GOODM_1050308	Crybb1	chr5	+	112684841	112698602
3298	GOODH_0150105	MYO5A	chr15	-	50386771	50608539	GOODM_1090360	Myo5a	chr9	+	74919013	75071494
3299	GOODH_1180055	DSG3	chr18	+	27281730	27312663	GOODM_1180029	Dsg3	chr18	+	20668805	20699811
3300	GOODH_1220189	PIM3	chr22	+	48740165	48743723	GOODM_1150223	Pim3	chr15	+	88692624	88696156
3301	GOODH_1120093	CAPZA3	chr12	+	18782312	18783388	GOODM_1060483	Capza3	chr6	+	139990046	139991307
3302	GOODH_0170176	SEBOX	chr17	-	23715417	23721500	GOODM_1110405	Sebox	chr11	+	78317015	78318584
3303	GOODH_1010451	AMY2A	chr1	+	103961522	103969916	GOODM_0030349	Amy1	chr3	-	113258870	113280668
3304	GOODH_1080040	NAT2	chr8	+	18293035	18303003	GOODM_1080175	Nat2	chr8	+	70018847	70026469
3305	GOODH_1010703	NOS1AP	chr1	+	160306205	160604852	GOODM_0010409	Nos1ap	chr1	-	172247627	172519980
3306	GOODH_1020532	MRPL44	chr2	+	224530365	224540675	GOODM_1010183	Mrpl44	chr1	+	79772593	79778020
3307	GOODH_0080292	CYP11B1	chr8	-	143950777	143958238	GOODM_0150117	Cyp11b1	chr15	-	74665325	74672049
3308	GOODH_1040043	SORCS2	chr4	+	7245373	7795463	GOODM_0050099	Sorcs2	chr5	-	36359830	36740788
3309	GOODH_1040224	KIAA1546	chr4	+	106287392	106383377	GOODM_0030394	E130014J05Rik	chr3	-	133126641	133207354
3310	GOODH_1080102	HTRA4	chr8	+	38950854	38964801	GOODM_0080078	Htra4	chr8	-	26135963	26149394
3311	GOODH_0020194	DQX1	chr2	-	74598766	74606916	GOODM_1060241	Dqx1	chr6	+	83007838	83017213
3312	GOODH_0020424	HSPD1	chr2	-	198059555	198073243	GOODM_0010102	Hspd1	chr1	-	55134679	55144689
3313	GOODH_1110047	OR52M1	chr11	+	4522997	4523949	GOODM_1070518	Olfr554	chr7	+	109788762	109789715
3314	GOODH_0070283	NRCAM	chr7	-	107575320	107884062	GOODM_1120076	Nrcam	chr12	+	45429975	45699828
3315	GOODH_0010592	THBS3	chr1	-	153432005	153444314	GOODM_1030165	Thbs3	chr3	+	89019129	89030740
3316	GOODH_0010780	CYB5R1	chr1	-	201197627	201203027	GOODM_1010327	Cyb5r1	chr1	+	136302567	136308315
3317	GOODH_0030436	SPATA16	chr3	-	174089844	174341695	GOODM_1030023	Spata16	chr3	+	26536553	26882134
3318	GOODH_0050044	RAD1	chr5	-	34941125	34954139	GOODM_1150023	Rad1	chr15	+	10415789	10423446
3319	GOODH_0050090	PLK2	chr5	-	57785569	57791670	GOODM_1130312	Plk2	chr13	+	111185252	111191051
3320	GOODH_0100071	KIF5B	chr10	-	32340077	32385221	GOODM_0180006	Kif5b	chr18	-	6202224	6241498
3321	GOODH_0110034	ART5	chr11	-	3616312	3620122	GOODM_0070543	Art5	chr7	-	109245393	109248743
3322	GOODH_0110339	B3GNT1	chr11	-	65869420	65871737	GOODM_1190030	B3gnt1	chr19	+	5038826	5041134
3323	GOODH_0170370	LOC201175	chr17	-	40862502	40867570	GOODM_0110612	5730442P18Rik	chr11	-	103221051	103224698
3324	GOODH_1010016	ATAD3B	chr1	+	1397027	1421444	GOODM_0040583	Atad3a	chr4	-	155114750	155135202
3325	GOODH_0090301	PTGES2	chr9	-	129922794	129930533	GOODM_1020151	Ptges2	chr2	+	32251778	32258259
3326	GOODH_1080236	NOV	chr8	+	120497733	120505859	GOODM_1150082	Nov	chr15	+	54577483	54585316
3327	GOODH_1130107	DNAJC3	chr13	+	95127484	95241283	GOODM_1140298	Dnajc3a	chr14	+	119337209	119379121
3328	GOODH_1140256	HHIPL1	chr14	+	99181233	99205364	GOODM_1120243	Hhipl1	chr12	+	109544480	109566510
3329	GOODH_1150129	SNX22	chr15	+	62230969	62236733	GOODM_0090290	Snx22	chr9	-	65912983	65917538
3330	GOODH_1050390	ZNF354B	chr5	+	178219607	178244021	GOODM_0110142	Zfp354b	chr11	-	50735288	50745137
3331	GOODH_1020380	PPIG	chr2	+	170149096	170202493	GOODM_1020240	Ppig	chr2	+	69561145	69592116
3332	GOODH_1030297	C3orf15	chr3	+	120904559	120968639	GOODM_0160165	4932425I24Rik	chr16	-	38297840	38341946
3333	GOODH_0030186	TKT	chr3	-	53234713	53264998	GOODM_1140062	Tkt	chr14	+	31362335	31387908
3334	GOODH_1040133	UGT2B10	chr4	+	69716318	69731209	GOODM_0050190	Ugt2b34	chr5	-	87318795	87335962
3335	GOODH_1050308	TCOF1	chr5	+	149717428	149760063	GOODM_0180121	Tcof1	chr18	-	60974196	61008562
3336	GOODH_0030385	COMMD2	chr3	-	150941222	150952968	GOODM_0030081	Commd2	chr3	-	57448271	57455606
3337	GOODH_0040338	VEGFC	chr4	-	177841685	177950889	GOODM_1080152	Vegfc	chr8	+	55162886	55271808
3338	GOODH_0010191	BAI2	chr1	-	31965306	32002235	GOODM_1040388	Bai2	chr4	+	129662408	129699877
3339	GOODH_0150150	NOPE	chr15	-	63460878	63502463	GOODM_1090314	Nope	chr9	+	64949302	64985750
3340	GOODH_0150182	STRA6	chr15	-	72258863	72282245	GOODM_1090287	Stra6	chr9	+	57977156	58001760
3341	GOODH_0170160	MFAP4	chr17	-	19227350	19231086	GOODM_1110231	Mfap4	chr11	+	61298946	61302206
3342	GOODH_0170566	PDE6G	chr17	-	77227894	77234038	GOODM_0110732	Pde6g	chr11	-	120308924	120314797
3343	GOODH_0190022	MBD3	chr19	-	1527678	1543652	GOODM_0100210	Mbd3	chr10	-	79855286	79862224
3344	GOODH_1010159	TMEM50A	chr1	+	25537398	25561437	GOODM_0040449	Tmem50a	chr4	-	134453764	134470831
3345	GOODH_1140296	C14orf80	chr14	+	105028749	105036610	GOODM_1120282	4930427A07Rik	chr12	+	114394632	114403669
3346	GOODH_0190582	ZNF677	chr19	-	58430450	58449923	GOODM_1170063	Zfp160	chr17	+	21145905	21165820
3347	GOODH_0190598	LILRA4	chr19	-	59536505	59542233	GOODM_0070008	Pira2	chr7	-	3788412	3867087
3348	GOODH_1010098	ELA2B	chr1	+	15675183	15690481	GOODM_0040502	Ela2a	chr4	-	141370878	141381918
3349	GOODH_1070382	OR2A2	chr7	+	143437609	143438565	GOODM_1060129	Olfr437	chr6	+	43117059	43117991
3350	GOODH_1030371	SLC25A36	chr3	+	142143352	142181475	GOODM_0090370	Slc25a36	chr9	-	96977430	97011460
3351	GOODH_0070151	TRIM74	chr7	-	72067952	72077933	GOODM_1050438	Trim50	chr5	+	135829166	135843524
3352	GOODH_1110548	CXCR5	chr11	+	118259751	118272181	GOODM_0090176	Cxcr5	chr9	-	44319870	44334504
3353	GOODH_1060120	TRIM15	chr6	+	30238962	30248452	GOODM_0170256	Trim15	chr17	-	36997636	37004132
3354	GOODH_1060185	ITPR3	chr6	+	33697139	33772326	GOODM_1170147	Itpr3	chr17	+	27194249	27259168
3355	GOODH_0050278	DCTN4	chr5	-	150068503	150118769	GOODM_1180162	Dctn4	chr18	+	60685875	60718416
3356	GOODH_0060337	C6orf168	chr6	-	99827514	99904252	GOODM_1040035	6230409E13Rik	chr4	+	21858473	21928608
3357	GOODH_0010683	C1orf110	chr1	-	161090711	161105229	GOODM_1010421	1700084C01Rik	chr1	+	171859070	171864784
3358	GOODH_0110284	ZBTB3	chr11	-	62275013	62278190	GOODM_1190083	Zbtb3	chr19	+	8876986	8879344
3359	GOODH_0110444	SESN3	chr11	-	94545781	94603894	GOODM_1090025	Sesn3	chr9	+	14080745	14130578
3360	GOODH_0050195	KIF3A	chr5	-	132056224	132101164	GOODM_1110166	Kif3a	chr11	+	53380881	53417746
3361	GOODH_0090356	DNLZ	chr9	-	138376173	138378062	GOODM_0020081	D2Bwg1335e	chr2	-	26203643	26207630
3362	GOODH_0100075	PARD3	chr10	-	34440104	35143929	GOODM_1080485	Pard3	chr8	+	129588145	130134730
3363	GOODH_0100166	NDST2	chr10	-	75231675	75241348	GOODM_0140038	Ndst2	chr14	-	21542952	21553784
3364	GOODH_0150218	STARD5	chr15	-	79392069	79403579	GOODM_1070441	Stard5	chr7	+	90780527	90790838
3365	GOODH_0160086	TMEM186	chr16	-	8796822	8798991	GOODM_0160024	Tmem186	chr16	-	8633824	8637794
3366	GOODH_0090271	OR1B1	chr9	-	124430680	124431635	GOODM_0020174	Olfr362	chr2	-	36960215	36961168
3367	GOODH_1010150	LYPLA2	chr1	+	23990233	23994614	GOODM_0040457	Lypla2	chr4	-	135524140	135528509
3368	GOODH_0120236	ATP5G2	chr12	-	52345212	52356779	GOODM_0150352	Atp5g2	chr15	-	102493299	102501478
3369	GOODH_0150035	FSIP1	chr15	-	37679526	37862331	GOODM_0020522	Fsip1	chr2	-	118030624	118082690
3370	GOODH_0170192	SEZ6	chr17	-	24306073	24357207	GOODM_1110388	Sez6	chr11	+	77744445	77792544
3371	GOODH_0200169	ELMO2	chr20	-	44428097	44468678	GOODM_0020760	Elmo2	chr2	-	165113531	165151979
3372	GOODH_0200187	ATP9A	chr20	-	49646721	49818315	GOODM_0020782	Atp9a	chr2	-	168459938	168567300
3373	GOODH_1150184	SH3PX3	chr15	+	73728403	73738021	GOODM_0090239	Sh3px3	chr9	-	56765007	56776178
3374	GOODH_1160144	VWA3A	chr16	+	22011363	22075788	GOODM_1070662	Vwa3a	chr7	+	127883071	127949054
3375	GOODH_1130001	MPHOSPH8	chr13	+	19105880	19144638	GOODM_1140192	Mphosph8	chr14	+	57287085	57316267
3376	GOODH_1130014	RNF17	chr13	+	24236301	24352056	GOODM_1140191	Rnf17	chr14	+	57021534	57143868
3377	GOODH_1140010	OR4L1	chr14	+	19598044	19598982	GOODM_0140123	Olfr723	chr14	-	50548288	50549217
3378	GOODH_0170461	CSH1	chr17	-	59326006	59327719	GOODM_0110628	Gh	chr11	-	106161582	106163124
3379	GOODH_1190009	FSTL3	chr19	+	627389	634392	GOODM_1100214	Fstl3	chr10	+	79240040	79245067
3380	GOODH_1190520	AP2A1	chr19	+	54961992	55002179	GOODM_0070336	Ap2a1	chr7	-	52155743	52184860
3381	GOODH_1010771	DHX9	chr1	+	181075074	181123505	GOODM_0010348	Dhx9	chr1	-	155302888	155334790
3382	GOODH_1020292	IL1F10	chr2	+	113542018	113549896	GOODM_1020053	Il1f10	chr2	+	24146716	24149340
3383	GOODH_1020489	LOC402117	chr2	+	214984537	215149052	GOODM_1010141	A830006F12Rik	chr1	+	70772289	70931971
3384	GOODH_1060045	SOX4	chr6	+	21701951	21706826	GOODM_0130114	Sox4	chr13	-	29042599	29045551
3385	GOODH_1060057	TRIM38	chr6	+	26071050	26093329	GOODM_1130088	Trim38	chr13	+	23874441	23883364
3386	GOODH_1080064	ADAM28	chr8	+	24207525	24268670	GOODM_0140274	Adam28	chr14	-	69224084	69273899
3387	GOODH_0010888	B3GALNT2	chr1	-	233679870	233734404	GOODM_1130023	B3galnt2	chr13	+	14046941	14091335
3388	GOODH_0020122	LHCGR	chr2	-	48767425	48836367	GOODM_0170452	Lhcgr	chr17	-	89140889	89191316
3389	GOODH_1110150	DEPDC7	chr11	+	32993986	33011702	GOODM_0020474	Depdc7	chr2	-	104561944	104582958
3390	GOODH_0070009	TMEM184A	chr7	-	1548397	1562592	GOODM_0050474	Tmem184a	chr5	-	140280906	140290196
3391	GOODH_0070197	MGC26647	chr7	-	88261357	88262967	GOODM_1050010	4921511H03Rik	chr5	+	7304164	7311491
3392	GOODH_0010676	MPZ	chr1	-	159541151	159546377	GOODM_1010428	Mpz	chr1	+	173080844	173091254
3393	GOODH_0170022	MNT	chr17	-	2234105	2251008	GOODM_1110357	Mnt	chr11	+	74644426	74659227
3394	GOODH_0080155	SLCO5A1	chr8	-	70747132	70909762	GOODM_0010013	Slco5a1	chr1	-	12856631	12981216
3395	GOODH_0040092	NFXL1	chr4	-	47544014	47611390	GOODM_0050155	Nfxl1	chr5	-	72904543	72950884
3396	GOODH_0170205	EVI2B	chr17	-	26654914	26665256	GOODM_0110382	Evi2b	chr11	-	79326887	79344111
3397	GOODH_0190249	IL12RB1	chr19	-	18031371	18058697	GOODM_1080207	Il12rb1	chr8	+	73332348	73345322
3398	GOODH_0150190	C15orf17	chr15	-	72979381	72986515	GOODM_1090280	2310046O06Rik	chr9	+	57385335	57390989
3399	GOODH_1120271	USP15	chr12	+	60940454	61086165	GOODM_0100342	Usp15	chr10	-	122550300	122633979
3400	GOODH_1130003	IFT88	chr13	+	20039208	20163574	GOODM_1140194	Ift88	chr14	+	58042963	58136773
3401	GOODH_1050353	NPM1	chr5	+	170747403	170770492	GOODM_0110092	Npm1	chr11	-	33052511	33063056
3402	GOODH_1120218	OR6C65	chr12	+	54080580	54081516	GOODM_1100423	Olfr792	chr10	+	128977595	128978530
3403	GOODH_1150110	Gcom1	chr15	+	55671406	55797044	GOODM_0090308	Grinl1a	chr9	-	71326251	71333723
3404	GOODH_1030364	MRAS	chr3	+	139549315	139607067	GOODM_0090377	Mras	chr9	-	99285839	99337131
3405	GOODH_0070150	NSUN5C	chr7	-	72056769	72063222	GOODM_1050439	Nsun5	chr5	+	135845823	135852667
3406	GOODH_0120104	SLCO1A2	chr12	-	21311651	21439638	GOODM_0060470	Slco1a1	chr6	-	141856374	141895315
3407	GOODH_0020389	PDE11A	chr2	-	178196223	178681312	GOODM_0020255	Pde11a	chr2	-	75829189	76176710
3408	GOODH_0020411	HIBCH	chr2	-	190777605	190892804	GOODM_1010092	Hibch	chr1	+	52901890	52977704
3409	GOODH_1050014	ADAMTS16	chr5	+	5193443	5373411	GOODM_0130269	Adamts16	chr13	-	70866686	70980688
3410	GOODH_0030453	ALG3	chr3	-	185442811	185449440	GOODM_0160096	Alg3	chr16	-	20605545	20610817
3411	GOODH_0040049	FGFBP1	chr4	-	15546290	15549069	GOODM_0050120	Fgfbp1	chr5	-	44370099	44373001
3412	GOODH_0040075	UGDH	chr4	-	39176771	39205606	GOODM_0050139	Ugdh	chr5	-	65804461	65827081
3413	GOODH_0080160	EYA1	chr8	-	72272224	72437021	GOODM_0010018	Eya1	chr1	-	14159039	14300280
3414	GOODH_0110249	OSBP	chr11	-	59098447	59140193	GOODM_1190119	Osbp	chr19	+	12040334	12068604
3415	GOODH_0110374	FGF4	chr11	-	69296978	69299352	GOODM_1070821	Fgf4	chr7	+	152047291	152051148
3416	GOODH_0190315	NPHS1	chr19	-	41008114	41034579	GOODM_1070253	Nphs1	chr7	+	31245077	31273628
3417	GOODH_0190474	MEIS3	chr19	-	52598194	52614597	GOODM_1070094	Meis3	chr7	+	16760729	16771852
3418	GOODH_0160089	GRIN2A	chr16	-	9762923	10184112	GOODM_0160027	Grin2a	chr16	-	9577803	9992626
3419	GOODH_1090032	ASAH3L	chr9	+	19398925	19442500	GOODM_1040179	Asah3l	chr4	+	86520368	86566779
3420	GOODH_1150229	ISG20L1	chr15	+	86965593	86976516	GOODM_1070414	Isg20l1	chr7	+	86040813	86053719
3421	GOODH_1160033	CACNA1H	chr16	+	1143242	1211772	GOODM_0170105	Cacna1h	chr17	-	25511232	25570713
3422	GOODH_1160159	SLC5A11	chr16	+	24765053	24830444	GOODM_1070678	Slc5a11	chr7	+	130358380	130416765
3423	GOODH_0140241	SERPINA1	chr14	-	93914451	93926782	GOODM_0120214	Serpina1a	chr12	-	105091669	105101829
3424	GOODH_1160291	CES2	chr16	+	65525848	65536493	GOODM_1080347	2310038E17Rik	chr8	+	107471256	107479862
3425	GOODH_1140168	SMOC1	chr14	+	69415896	69568836	GOODM_1120151	Smoc1	chr12	+	82127818	82287387
3426	GOODH_1070124	MRPS17	chr7	+	55987105	55990525	GOODM_1050413	Mrps17	chr5	+	130221403	130224566
3427	GOODH_1010290	JMJD2A	chr1	+	43888384	43943775	GOODM_0040310	Jmjd2a	chr4	-	117814648	117852551
3428	GOODH_1020130	CCDC85A	chr2	+	56264762	56466813	GOODM_0110075	Ccdc85a	chr11	-	28288815	28484296
3429	GOODH_0010226	SNIP1	chr1	-	37774732	37792490	GOODM_1040354	Snip1	chr4	+	124743937	124751279
3430	GOODH_1060110	OR2H1	chr6	+	29534209	29540076	GOODM_0170264	Olfr91	chr17	-	37229879	37230817
3431	GOODH_1060334	GRIK2	chr6	+	101953626	102624651	GOODM_0100098	Grik2	chr10	-	48819269	49508560
3432	GOODH_0120309	IL22	chr12	-	66928292	66933548	GOODM_1100348	Il22	chr10	+	117641998	117647102
3433	GOODH_0080220	PABPC1	chr8	-	101784320	101803491	GOODM_0150042	Pabpc1	chr15	-	36525418	36538717
3434	GOODH_0050151	SPATA9	chr5	-	95019776	95044470	GOODM_1130256	Spata9	chr13	+	76105187	76136416
3435	GOODH_0200142	SERINC3	chr20	-	42558278	42584140	GOODM_0020732	Serinc3	chr2	-	163449009	163470867
3436	GOODH_0200180	SPATA2	chr20	-	47953338	47965475	GOODM_0020774	Spata2	chr2	-	167306636	167318374
3437	GOODH_0220081	SEC14L4	chr22	-	29214900	29231682	GOODM_1110010	Sec14l4	chr11	+	3931785	3948012
3438	GOODH_0170307	KRT13	chr17	-	36910759	36915391	GOODM_0110548	Krt13	chr11	-	99978910	99982809
3439	GOODH_0190190	DNASE2	chr19	-	12847025	12853335	GOODM_1080277	Dnase2a	chr8	+	87432523	87435360
3440	GOODH_0190202	SAMD1	chr19	-	14060230	14062232	GOODM_1080264	Samd1	chr8	+	86521571	86524285
3441	GOODH_1150183	NEIL1	chr15	+	73426463	73434639	GOODM_0090240	Neil1	chr9	-	56991063	56994841
3442	GOODH_1090001	DOCK8	chr9	+	263048	455252	GOODM_1190175	Dock8	chr19	+	25074019	25276922
3443	GOODH_1170311	CALCOCO2	chr17	+	44263371	44297227	GOODM_0110477	Calcoco2	chr11	-	95960640	95973276
3444	GOODH_1120047	PTPN6	chr12	+	6926001	6940740	GOODM_0060366	Ptpn6	chr6	-	124670736	124688727
3445	GOODH_1150083	SLC28A2	chr15	+	43331726	43355425	GOODM_1020513	Slc28a2	chr2	+	122252213	122286866
3446	GOODH_1020109	SIX3	chr2	+	45022541	45025894	GOODM_1170451	Six3	chr17	+	86020174	86023502
3447	GOODH_1030398	SUCNR1	chr3	+	153074127	153082340	GOODM_1030093	Sucnr1	chr3	+	59885791	59891481
3448	GOODH_1030424	MYNN	chr3	+	170973547	170988029	GOODM_1030032	Mynn	chr3	+	30501009	30517416
3449	GOODH_1040200	IBSP	chr4	+	88939726	88952625	GOODM_1050271	Ibsp	chr5	+	104728306	104740488
3450	GOODH_1050052	LOC285636	chr5	+	41940227	41957494	GOODM_0150003	AW549877	chr15	-	3932035	3945752
3451	GOODH_1060450	ARID1B	chr6	+	157140778	157572093	GOODM_1170003	Arid1b	chr17	+	4995074	5347656
3452	GOODH_0030244	FILIP1L	chr3	-	101034679	101316039	GOODM_1160203	4631422O05Rik	chr16	+	57353390	57515801
3453	GOODH_1100121	DDX21	chr10	+	70385898	70414285	GOODM_0100134	Ddx21	chr10	-	62042995	62065046
3454	GOODH_1110336	ZFPL1	chr11	+	64608270	64612450	GOODM_0190065	Zfpl1	chr19	-	6080763	6084891
3455	GOODH_0010837	BPNT1	chr1	-	218297449	218329814	GOODM_1010508	Bpnt1	chr1	+	187156038	187181648
3456	GOODH_0020205	SUCLG1	chr2	-	84504165	84540097	GOODM_1060228	Suclg1	chr6	+	73198667	73226876
3457	GOODH_0020402	ZSWIM2	chr2	-	187400452	187422142	GOODM_0020269	Zswim2	chr2	-	83755236	83781383
3458	GOODH_0010112	CAPZB	chr1	-	19537860	19684579	GOODM_1040463	Capzb	chr4	+	138748846	138847727
3459	GOODH_0010387	GBP2	chr1	-	89345898	89364387	GOODM_1030404	Gbp2	chr3	+	142283627	142300972
3460	GOODH_0010652	PIGM	chr1	-	158264086	158268407	GOODM_1010450	Pigm	chr1	+	174306662	174314230
3461	GOODH_0040102	LNX1	chr4	-	54020225	54119124	GOODM_0050167	Lnx1	chr5	-	74988472	75073849
3462	GOODH_0050131	ANKRD34B	chr5	-	79888331	79901854	GOODM_1130274	Ankrd34b	chr13	+	93195851	93210180
3463	GOODH_0070260	RABL5	chr7	-	100743369	100751750	GOODM_1050452	Rabl5	chr5	+	137384020	137389114
3464	GOODH_0160166	HIRIP3	chr16	-	29911817	29914888	GOODM_1070696	Hirip3	chr7	+	134005486	134008637
3465	GOODH_00X0209	BEX1	chrX	-	102204237	102205824	GOODM_00X0288	Bex2	chrX	-	132601105	132602649
3466	GOODH_0030419	PDCD10	chr3	-	168884390	168935345	GOODM_0030119	Pdcd10	chr3	-	75320412	75360721
3467	GOODH_0170368	MAP3K14	chr17	-	40696271	40750197	GOODM_0110610	Map3k14	chr11	-	103081078	103128715
3468	GOODH_0170386	HOXB1	chr17	-	43961806	43963271	GOODM_1110513	Hoxb1	chr11	+	96227072	96228990
3469	GOODH_0110519	C11orf60	chr11	-	117920471	117941960	GOODM_1090211	1500035H01Rik	chr9	+	44581092	44600797
3470	GOODH_1170082	TMEM88	chr17	+	7699109	7700140	GOODM_0110257	Tmem88	chr11	-	69210021	69211736
3471	GOODH_1170340	STXBP4	chr17	+	50401125	50596448	GOODM_0110445	Stxbp4	chr11	-	90341248	90499387
3472	GOODH_1190256	RFXANK	chr19	+	19164008	19173677	GOODM_0080170	Rfxank	chr8	-	72654705	72663096
3473	GOODH_1220139	ATF4	chr22	+	38246515	38248636	GOODM_1150172	Atf4	chr15	+	80085614	80087971
3474	GOODH_1060409	TNFAIP3	chr6	+	138230274	138246138	GOODM_0100034	Tnfaip3	chr10	-	18720722	18735173
3475	GOODH_1010450	RNPC3	chr1	+	103841166	103923670	GOODM_0030349	Amy1	chr3	-	113258870	113280668
3476	GOODH_1010511	TTF2	chr1	+	117404472	117447012	GOODM_0030281	Ttf2	chr3	-	100742783	100773582
3477	GOODH_10X0359	LOC203547	chrX	+	150316363	150328494	GOODM_10X0160	2610030H06Rik	chrX	+	69062118	69070045
3478	GOODH_1110334	SNX15	chr11	+	64551486	64564618	GOODM_0190067	Snx15	chr19	-	6119404	6128215
3479	GOODH_1120033	GAPDH	chr12	+	6513918	6517797	GOODM_0060380	Gapdh	chr6	-	125111870	125115601
3480	GOODH_0160029	NME3	chr16	-	1760323	1761711	GOODM_1170113	Nme3	chr17	+	25033451	25034448
3481	GOODH_0070033	COL28A1	chr7	-	7364769	7541985	GOODM_0060014	Col28a1	chr6	-	7947808	8142617
3482	GOODH_0020044	PFN4	chr2	-	24191748	24199655	GOODM_1120009	Pfn4	chr12	+	4776101	4785072
3483	GOODH_0120171	DDX23	chr12	-	47509807	47532224	GOODM_0150297	Ddx23	chr15	-	98475938	98493320
3484	GOODH_0130024	GPR12	chr13	-	26230960	26231964	GOODM_0050520	Gpr12	chr5	-	147393726	147396815
3485	GOODH_0140080	MBIP	chr14	-	35837522	35859596	GOODM_0120078	Mbip	chr12	-	57429308	57446855
3486	GOODH_1030437	PIK3CA	chr3	+	180349005	180435189	GOODM_1030040	Pik3ca	chr3	+	32335128	32361753
3487	GOODH_0190653	ZBTB45	chr19	-	63716709	63722733	GOODM_0070087	Zbtb45	chr7	-	13591015	13595149
3488	GOODH_1010094	TMEM51	chr1	+	15352816	15419459	GOODM_0040505	Tmem51	chr4	-	141586908	141640219
3489	GOODH_1190494	DHDH	chr19	+	54128751	54140038	GOODM_0070359	Dhdh	chr7	-	52728933	52744166
3490	GOODH_1200110	CBFA2T2	chr20	+	31541589	31701498	GOODM_1020664	Cbfa2t2	chr2	+	154262220	154365092
3491	GOODH_1160350	PSMD7	chr16	+	72888182	72897685	GOODM_0080337	Psmd7	chr8	-	110104281	110112382
3492	GOODH_1060236	PPP2R5D	chr6	+	43060308	43088056	GOODM_0170321	Ppp2r5d	chr17	-	46819941	46841896
3493	GOODH_1060427	STXBP5	chr6	+	147566568	147748584	GOODM_0100017	Stxbp5	chr10	-	9475345	9620838
3494	GOODH_0170286	KRTAP1-5	chr17	-	36435807	36436980	GOODM_0110529	OTTMUSG00000004966	chr11	-	99443863	99444991
3495	GOODH_1120018	C12orf5	chr12	+	4300620	4339449	GOODM_0060395	9630033F20Rik	chr6	-	127035140	127059554
3496	GOODH_1030469	AHSG	chr3	+	187813544	187821802	GOODM_1160094	Ahsg	chr16	+	22892115	22899511
3497	GOODH_1040315	NPY5R	chr4	+	164484541	164492534	GOODM_0080157	Npy5r	chr8	-	69203864	69211993
3498	GOODH_0060267	IL17F	chr6	-	52209443	52217257	GOODM_0010031	Il17f	chr1	-	20767230	20774351
3499	GOODH_0020554	STK25	chr2	-	242083106	242096707	GOODM_0010231	Stk25	chr1	-	95517328	95532304
3500	GOODH_1110221	OR5J2	chr11	+	55700670	55701606	GOODM_1020325	Olfr1052	chr2	+	86137975	86138913
3501	GOODH_0090077	DCTN3	chr9	-	34603548	34610496	GOODM_0040073	Dctn3	chr4	-	41661830	41670190
3502	GOODH_0100328	ADAM8	chr10	-	134925912	134940362	GOODM_0070821	Adam8	chr7	-	147164840	147178387
3503	GOODH_0030454	CAMK2N2	chr3	-	185459697	185461945	GOODM_0160097	Camk2n2	chr16	-	20619294	20621298
3504	GOODH_0180039	DSC3	chr18	-	26824050	26876779	GOODM_0180027	Dsc3	chr18	-	20119431	20160598
3505	GOODH_0220087	PLA2G3	chr22	-	29860793	29866469	GOODM_1110004	Pla2g3	chr11	+	3388230	3394169
3506	GOODH_0130084	C13orf1	chr13	-	49384843	49408477	GOODM_0140239	6330409N04Rik	chr14	-	62153142	62175723
3507	GOODH_1080282	GPAA1	chr8	+	145209512	145213106	GOODM_1150123	Gpaa1	chr15	+	76161724	76165329
3508	GOODH_1080296	MFSD3	chr8	+	145705360	145707397	GOODM_1150134	Mfsd3	chr15	+	76531972	76534669
3509	GOODH_1090071	MELK	chr9	+	36562905	36667678	GOODM_1040098	Melk	chr4	+	44313789	44377547
3510	GOODH_1160390	MAP1LC3B	chr16	+	85983320	85995880	GOODM_1080441	Map1lc3b	chr8	+	124114368	124121947
3511	GOODH_1170074	CD68	chr17	+	7423529	7426152	GOODM_0110265	Cd68	chr11	-	69477873	69479564
3512	GOODH_1080232	SLC30A8	chr8	+	118216518	118258133	GOODM_1150078	Slc30a8	chr15	+	52127108	52167288
3513	GOODH_1190408	CD79A	chr19	+	47073030	47077278	GOODM_1070174	Cd79a	chr7	+	25682530	25687216
3514	GOODH_1220196	MIOX	chr22	+	49272079	49275616	GOODM_1150230	Miox	chr15	+	89164904	89167438
3515	GOODH_1150159	TMEM202	chr15	+	70477722	70487762	GOODM_0090262	Tmem202	chr9	-	59366492	59373308
